,MPr1,MPr2,MPr3,MPr4,MPr5,MPr6,MIn1,MIn2,MIn3,MIn4,MIn5,MIn6
PC(20:3/22:4),-4.020601573,-3.769649955,-3.835240059,-4.755343323,-3.239842495,-4.278517428,-4.203691924,-3.708825901,-4.895117994,-4.911221901,-0.714383723,-2.621315397
PC(20:3/22:6),-1.897485007,-2.18673351,-1.588752842,-1.858450197,-1.496308511,-1.99026483,-1.803923719,-1.304256155,-2.325873745,-1.783738187,-1.051001296,-1.446221568
PC(20:4/20:4),-1.280334086,-0.082136943,-0.616893029,-0.721108319,-1.939978191,-0.404887893,-1.803676034,-1.094163944,-1.214635973,-0.916764902,0.895838434,-0.3417408
PC(20:4/20:5),0.081587289,-1.859943388,-2.426002907,-2.963207072,-0.213014459,-2.283624248,-2.885735387,-2.911899174,-1.818518071,-2.912189075,-2.371273079,-2.587016987
PC(20:4/22:0),-3.70768781,-4.650752317,-5.034680738,-4.590853251,-3.448036847,-4.625869237,-5.12251051,-5.13602066,-4.324212679,-5.321890989,-3.986447217,-4.82451083
PC(20:4/22:1),-2.7963349,-3.841227376,-3.652970762,-3.947802956,-2.869138792,-4.049827534,-3.770687959,-3.832333926,-2.986051564,-3.979823113,-2.906473237,-3.948356384
PC(20:4/22:2),-2.982091053,-5.167304292,-5.524007688,-5.175096215,-3.08282631,-4.505812642,-4.410505008,-5.076832475,-4.974984273,-5.326057915,-3.115073358,-4.231072741
PC(20:4/22:4),-2.574543952,-3.333502878,-3.693158586,-4.188813597,-2.502324078,-3.675083172,-4.007927873,-3.412455886,-3.80624307,-4.092743494,0.022474962,-2.660947158
PC(20:4/22:6),-0.910038471,-1.306454101,-1.308430464,-1.752778342,-0.859381147,-1.080293582,-2.212174481,-1.810178507,-2.198281874,-1.993370456,-1.004159935,-1.386715184
PC(20:5/20:5),-3.218586714,-1.299645791,-2.361055749,-2.782652423,-5.44745392,-1.944013022,-3.739968638,-3.286758487,-4.527231266,-3.052196578,-3.07883199,-3.379591434
PC(20:5/22:0),-4.455284007,-4.601882721,-4.851530214,-5.384082049,-5.144148298,-5.459767887,-5.396816799,-5.85324661,-5.435052542,-5.601938005,-5.051950047,-6.269090667
PC(20:5/22:1),-5.117346221,-4.295736057,-4.815000464,-5.34309981,-5.032689004,-4.43382873,-5.346356835,-5.343203291,-5.708449097,-5.6253638,-4.613002847,-5.550292431
PC(20:5/22:2),-4.374052664,-4.478997167,-4.854748339,-5.102807439,-5.027578158,-5.677977877,-5.497124208,-5.293233632,-5.902009223,-6.380997803,-4.557089744,-5.439887116
PC(20:5/22:4),-2.963312812,-2.404814955,-2.173241498,-4.193657793,-3.606809499,-3.804156734,-4.874633922,-2.702392499,-16.60964047,-3.490000555,-1.321023142,-3.382020696
PC(20:5/22:5),-1.148648543,-1.053468941,-0.829055085,-2.760933197,-1.25410439,-0.792560731,-2.881949,-1.284132576,-3.765484612,-3.2246053,-1.252108586,-2.127441047
PC(20:5/22:6),-1.204194113,-0.258996288,-0.386303689,-0.335274791,-0.531386177,-0.466326726,-1.999603423,-0.311164291,-2.536315476,-1.335875174,-1.136276575,-1.468184548
PC(22:0/22:0),-4.683094439,-5.375063413,-4.616596701,-4.851352165,-5.616787796,-5.257430216,-5.111543071,-5.405237879,-16.60964047,-5.792459734,-4.438353477,-6.462473844
PC(22:0/22:1),-5.39731439,-5.310060953,-5.052780399,-5.459800967,-5.459134108,-5.093886191,-5.127658296,-6.163697697,-6.509938807,-5.814486472,-4.821177878,-6.626523021
PC(22:0/22:2),-4.827450917,-4.925654028,-4.959958513,-4.789913782,-5.23311224,-4.569308967,-5.755392848,-6.12009222,-6.214694033,-6.416776737,-4.838740129,-6.110402481
PC(22:0/22:4),-4.480640711,-4.905474982,-4.198464671,-4.84371871,-5.062019209,-4.723168937,-5.584209703,-4.771582123,-5.650367027,-5.561472418,-4.571307425,-5.178379926
PC(22:0/22:6),-4.705983258,-3.693600855,-3.854095873,-3.71188674,-4.072475084,-3.63422907,-4.54427739,-3.737362505,-5.579329987,-4.002598798,-3.744223959,-3.764172554
PC(22:1/22:1),-4.943045858,-5.185364308,-5.185078181,-6.025840676,-5.555278186,-4.898885474,-5.048422231,-5.549736892,-16.60964047,-6.014958694,-4.873425742,-6.521216599
PC(22:1/22:2),-5.458041202,-4.92094195,-5.205092011,-4.974634311,-5.512148516,-5.655221014,-6.033768576,-5.385002755,-16.60964047,-6.672692684,-5.08655002,-5.65491961
PC(22:1/22:4),-4.704654178,-4.259068393,-4.262664117,-5.10625417,-4.850009362,-4.680297245,-4.813117911,-4.350816663,-6.132519826,-5.738156097,-3.567437506,-4.921423741
PC(22:1/22:6),-4.177010418,-2.961794421,-3.089762753,-3.147903488,-3.155865063,-3.0990649,-3.388837639,-3.572332851,-4.583993324,-3.745922488,-3.35466276,-3.571819386
PC(22:2/22:2),-4.893334577,-4.783787167,-5.057874208,-5.533330444,-5.786248234,-4.522759072,-5.575279682,-4.761723446,-5.685328548,-6.19375286,-4.07518083,-6.370456795
PC(22:2/22:4),-5.126263668,-4.575920601,-4.73082024,-5.050480187,-4.769404568,-4.811335593,-5.137122698,-5.110051615,-6.09258638,-6.106713521,-2.952679091,-5.300316527
PC(22:2/22:6),-3.789443458,-3.541497377,-3.529674611,-3.391764892,-3.265010635,-3.430613984,-4.255942679,-3.947970716,-5.701510445,-3.895256512,-3.444775522,-4.018548827
PC(22:4/22:4),-4.877000243,-3.871794499,-4.141343315,-4.479462491,-5.200471423,-4.128840758,-4.916393812,-4.120550253,-16.60964047,-5.369313741,-0.681433822,-4.220489531
PC(22:4/22:6),-3.28772203,-2.846594861,-2.870175647,-2.537943785,-3.076130867,-2.66897291,-3.186166667,-2.455120047,-4.388423197,-2.921321169,-1.640984687,-2.618939519
PC(22:6/22:6),-2.331434259,-0.78170016,-0.502667739,-1.363166851,-1.639060235,-0.751466305,-2.181237116,-1.990695686,-16.60964047,-2.301523555,-1.631733797,-1.46327759
PE(14:0/14:0),-3.183700153,-1.796473471,-4.412167615,-3.386469026,-1.698473794,-3.8088986,-6.122966018,-4.145178577,-16.60964047,-6.292609615,-6.808671676,-4.856805471
PE(14:0/14:1),-3.908718046,-3.612108497,-6.065178948,-5.823183047,-3.185557177,-6.363391782,-5.593071588,-7.665964071,-6.292257371,-7.576910904,-7.892869704,-5.815377984
PE(14:0/16:0),2.504602397,1.701377768,0.370307531,0.754146652,3.193219815,0.402923318,-0.674494292,-0.05605789,-0.247333072,-1.689240205,-0.715938686,0.155458627
PE(14:0/16:1),1.344511758,1.764305859,-0.47454799,-0.129620981,1.864988318,-0.45905098,-2.455008275,-1.555491081,-2.71761142,-2.405845285,-2.880073153,-1.463825719
PE(14:0/18:0),3.340148222,2.289685494,1.115226018,1.324014036,3.823734624,1.526936857,1.861717879,0.884025878,2.011798933,-0.351200185,0.757475921,1.238023084
PE(14:0/18:1),3.637200518,3.292740878,1.886732865,1.81645489,4.161482534,2.106984105,0.616424966,1.458427836,0.656583095,0.134038591,0.322532957,1.357959507
PE(14:0/18:2),-1.383031298,-1.287805411,-3.0619641,-2.247726849,0.161743295,-2.094518643,-3.664119768,-3.49180012,-2.992871499,-3.687872325,-3.26940419,-2.604125263
PE(14:0/18:3),-4.896591945,-5.623874302,-7.18207725,-5.847333936,-3.690733532,-4.808290894,-7.593250016,-7.112272011,-5.885784681,-6.249574193,-6.892005003,-5.923142223
PE(14:0/20:0),-2.246460689,-3.067235896,-3.891887357,-3.171248732,-0.742200626,-3.66938231,-2.06626652,-2.976674804,-0.858520761,-3.320925381,-1.584318398,-3.062134518
PE(14:0/20:1),2.263031471,1.258062623,0.782143776,0.084584557,2.923475585,0.381881065,0.599157089,0.272018638,0.615310335,-0.947454461,-0.041856415,1.014705345
PE(14:0/20:2),-1.394783183,-2.502477068,-3.544549757,-2.589474772,0.336153578,-3.426111159,-3.405071134,-3.311059836,-2.889439179,-4.069316295,-3.385519355,-1.900188726
PE(14:0/20:3),-0.605143105,-1.320361634,-2.992210248,-2.099980678,0.332510114,-3.017819487,-3.395478292,-2.597933274,-2.656505597,-3.853713905,-3.391057547,-2.604344902
PE(14:0/20:4),-1.825417396,-1.675053226,-3.465262084,-2.704916553,-0.272322414,-2.065660638,-4.365355169,-3.466310119,-2.832507259,-3.354356327,-2.963206262,-3.149254308
PE(14:0/20:5),-4.70079545,-4.911444269,-6.9086153,-5.834924151,-3.644693917,-4.564719137,-6.850443519,-6.686950828,-5.915911955,-6.195298461,-6.691420185,-6.352431919
PE(14:0/22:0),-4.446057558,-6.424151373,-6.797020639,-6.13627596,-3.432368188,-7.918392127,-6.216481939,-6.577465365,-5.355287721,-5.94967472,-5.905434036,-6.208720276
PE(14:0/22:1),-1.656526305,-2.69521722,-3.565928637,-4.109540071,-0.742054973,-4.129087318,-2.919545537,-4.034413554,-3.253421283,-5.439906843,-4.269618605,-3.500329529
PE(14:0/22:2),-0.446300075,-2.101114355,-3.12424853,-2.770226027,0.376507945,-3.044438006,-2.234662234,-3.282981511,-1.914553452,-4.208478636,-3.160060659,-2.340776623
PE(14:0/22:4),-0.305951488,-1.595630796,-2.922672012,-2.453472393,0.226357509,-3.005540904,-3.412020584,-2.893877673,-2.831309992,-3.962823488,-2.561680667,-2.439288262
PE(14:0/22:6),-2.320046425,-3.275300546,-4.9408364,-3.564837103,0.035735669,-3.546989601,-3.942996997,-4.183944339,-3.536677186,-4.7952127,-3.997056283,-4.075070869
PE(14:1/14:1),-5.974046498,-4.839209314,-6.634826832,-8.143034153,-7.490267177,-8.492811537,-9.140209481,-8.061218107,-7.823395028,-8.614875787,-11.66441672,-11.54022186
PE(14:1/16:0),0.316430038,0.184180124,-2.022298973,-1.911363086,-0.334341108,-2.708008654,-3.781880565,-3.169468756,-2.408930638,-3.858177758,-3.020697649,-3.682287459
PE(14:1/16:1),0.448327958,0.438131039,-0.535137775,-2.013379057,-1.389621754,-2.17477362,-4.382723096,-3.391740134,-3.668869197,-3.532406223,-4.688862504,-3.313954437
PE(14:1/18:0),0.466897192,0.142012701,-1.413612071,-1.053098544,-0.537335373,-1.940931872,-2.910895639,-1.714592563,-2.238090542,-2.473179948,-2.930478738,-2.812196443
PE(14:1/18:1),2.016035306,1.757032735,1.310113724,-0.15018447,1.163200769,-0.687400479,-2.067636505,-0.776118238,-0.161119597,-1.584843117,-1.435281763,-1.565293203
PE(14:1/18:2),-0.943201926,-1.116081452,-1.535773027,-2.947091887,-2.597939729,-2.963784225,-4.80646709,-3.971913411,-2.681982282,-4.296428527,-4.41362658,-4.569936273
PE(14:1/18:3),-5.844963827,-5.65406343,-6.484248057,-7.291214712,-6.021364897,-7.875609351,-9.045501657,-8.829140732,-6.665710945,-8.394429296,-8.193928701,-8.762659573
PE(14:1/20:0),-4.536802208,-5.794785516,-6.335846274,-5.991441378,-4.752710324,-6.191704016,-6.127802202,-5.278999729,-5.354178689,-5.664628414,-5.964732673,-5.39974328
PE(14:1/20:1),-0.88791875,-1.901058946,-2.623986961,-3.421979,-2.728822685,-4.055814155,-3.838948318,-3.943877719,-3.598443118,-4.329463053,-4.987769095,-3.6419881
PE(14:1/20:2),-4.066884552,-5.175450699,-5.629219956,-5.416667534,-3.514156846,-7.753402026,-6.120396004,-6.415775486,-5.386297874,-6.801495668,-7.327615198,-5.109685941
PE(14:1/20:3),-2.741533967,-2.795287588,-3.147069647,-2.970361692,-1.903627518,-3.842762425,-3.413890355,-4.046924338,-1.987146674,-4.350576561,-4.511341004,-4.030414378
PE(14:1/20:4),-1.186814324,-1.651960845,-1.837402559,-2.647656498,0.500022798,-1.797054916,-2.17019714,-3.396500188,-0.355007645,-2.94297199,-1.067328293,-1.924951577
PE(14:1/20:5),-4.972409859,-4.567462853,-5.653677363,-6.206802672,-4.787907542,-5.076848494,-5.583964432,-7.261486857,-3.863031348,-6.155705448,-5.384461422,-5.585023118
PE(14:1/22:0),-5.415516169,-6.342486281,-7.06332533,-7.043223714,-5.625398269,-7.000954295,-7.515934796,-8.258506885,-6.76852874,-7.033221509,-7.079983285,-6.384553086
PE(14:1/22:1),-3.681655381,-4.670352583,-5.878219525,-6.207812607,-4.770318921,-7.138552617,-6.250884234,-6.880966885,-6.240862524,-7.030864564,-7.791613754,-6.748369598
PE(14:1/22:2),-4.260399668,-5.674057266,-5.865531445,-5.69209012,-4.490430673,-7.154883252,-6.105069536,-5.877577374,-6.111528357,-6.986122904,-7.087848473,-6.204248051
PE(14:1/22:4),-3.53513365,-4.328647519,-3.806170497,-6.057945092,-1.837795492,-5.285372829,-4.335646402,-5.239057296,-3.111273086,-5.721627204,-1.413297843,-3.881259533
PE(14:1/22:6),-3.216289718,-4.048929914,-4.010988194,-4.49208532,-0.524895324,-4.038607984,-3.609845587,-5.145937768,-2.523089111,-5.067628909,-3.194752298,-3.715525723
PE(16:0/16:0),4.394607306,3.990838192,3.378344081,2.873351334,4.610892676,3.466849517,2.683130143,2.702902076,2.998426724,1.586182541,2.461741712,2.814015257
PE(16:0/16:1),6.216765193,6.196840556,4.732287261,4.235580179,5.634749324,3.87244206,2.23082911,3.384524375,2.526486791,2.746286346,2.160575501,2.482581487
PE(16:0/18:0),3.830475827,2.104709284,2.458787009,1.305018823,4.114447526,2.728094842,3.197076547,1.641770047,3.975634275,1.151786503,2.397551196,2.507932532
PE(16:0/18:1),7.629596133,7.118242521,6.524038593,5.564233388,7.463336173,5.992747171,5.052985541,5.500865309,5.672977271,4.643763192,5.257772886,5.034316823
PE(16:0/18:2),3.549946674,3.32082678,2.366899031,2.136039319,3.363738773,2.111117663,0.851705952,1.439130612,2.44958755,1.253318544,1.958785924,0.960985912
PE(16:0/18:3),-1.070061687,-1.007277461,-2.14908699,-1.630348613,-0.288819375,-2.087655343,-3.054943149,-2.835511959,-1.59953593,-2.096968143,-2.285075342,-2.877973181
PE(16:0/20:0),-0.346348596,-3.184319835,-1.702786529,-2.261809305,0.14196588,-1.558460424,-0.115740805,-1.596928825,1.798118454,-1.224880602,-0.031058235,-2.161481222
PE(16:0/20:1),4.628073235,3.428868847,3.720820572,2.725024742,5.55408985,3.411450013,4.281883271,2.94185122,4.38949719,2.275310188,3.192316369,2.941950176
PE(16:0/20:2),1.324793825,-0.076682507,-0.266733612,0.793844637,3.026060524,-0.215822472,0.733407287,0.36772002,1.408450843,-0.29698617,0.367011352,0.377700069
PE(16:0/20:3),2.081866172,1.712204907,0.597081902,1.804125386,2.849595961,0.700306294,0.76818599,1.071627586,1.927423424,0.74100191,0.911375591,0.952399631
PE(16:0/20:4),3.537604384,3.111927953,2.210042664,2.280700565,4.189763883,2.531442854,1.301342976,1.89951277,3.165180637,1.821956165,2.892628186,1.926116638
PE(16:0/20:5),-0.175700413,0.368896402,-1.432163741,-0.988640754,-0.508199423,-0.392873855,-1.846418759,-2.148389753,0.104549735,-1.11235584,-0.522671937,-1.680676452
PE(16:0/22:0),-2.178830305,-4.378378186,-3.719174553,-4.273172884,-1.557449185,-4.662388148,-3.562081859,-4.817101982,-2.616125131,-4.901437802,-4.204256854,-4.681795304
PE(16:0/22:1),0.52345325,-1.308501839,-1.056131305,-2.534063831,1.481442548,-1.223642086,0.455221643,-1.408246036,-0.022381381,-2.701884033,-1.725228629,-1.521871859
PE(16:0/22:2),0.542404518,-1.642891962,-1.450776499,-1.575490879,1.935873422,-1.664935806,-0.12651341,-1.170446775,-0.002128815,-2.487234247,-1.359204256,-0.642937341
PE(16:0/22:4),2.15555235,0.985242116,0.765997446,0.125971387,3.215528294,0.266714294,0.560771911,0.777058309,1.360068031,-0.685310543,2.138127283,0.341373911
PE(16:0/22:6),2.323058055,1.239279486,0.473301777,1.214811961,4.214249414,0.919612448,0.614626935,1.03700528,2.029290895,-0.060334269,1.85584859,0.339610393
PE(16:1/16:1),5.952021658,5.358874193,3.992169766,3.454198214,2.955693688,2.883928673,0.280715675,2.021864089,0.997736702,1.875808678,0.447935582,1.696909972
PE(16:1/18:0),6.694322843,5.742651636,4.818471199,4.719676958,6.171284484,4.76943556,4.267395064,4.552445767,4.804069091,3.899029103,3.852143283,3.432065583
PE(16:1/18:1),8.278927959,7.144045583,6.276391232,5.530263197,6.534498535,5.574452264,3.675569481,4.972512548,4.503308448,4.190155874,3.812777281,4.511398154
PE(16:1/18:2),3.63447093,2.515222166,1.908618694,1.62579309,2.552246496,1.261607373,-0.739096527,0.626321693,1.212770696,0.694254357,0.336693465,0.590260484
PE(16:1/18:3),-0.414208182,-1.639116476,-2.511442889,-1.896298572,-1.621124948,-2.216641073,-3.939841401,-3.330897077,-1.662898061,-2.450095184,-3.132043888,-2.799162023
PE(16:1/20:0),1.034083726,0.164751407,-0.178248716,-0.307129732,0.539104838,-0.592848989,0.062973035,0.376879036,1.331875309,0.127087776,0.422412889,-1.541168508
PE(16:1/20:1),4.815765249,3.67964826,3.313147249,2.249588497,3.960563688,2.575391766,2.286399794,1.975968217,2.285554287,1.833690083,1.18690673,2.433790834
PE(16:1/20:2),1.410808879,0.084050483,-0.339493479,0.660150507,2.160192349,-1.243362905,-0.641045035,-0.616271566,-0.64908462,-0.765973104,-1.53078993,0.323687104
PE(16:1/20:3),1.726356305,0.583541038,0.024045134,1.122652656,1.375650337,-0.028038941,0.610647146,0.39568125,1.559088141,0.1313916,-0.168371948,0.372512557
PE(16:1/20:4),2.926688353,1.556602814,1.222349323,1.20486923,3.225472552,1.91658098,1.752742242,0.897022037,3.130059578,1.253272036,3.073971599,1.952512724
PE(16:1/20:5),-0.788064251,-1.150019041,-2.43800719,-1.944578886,-1.672056004,-1.115455016,-1.809688296,-3.155107687,-0.230160044,-1.620625499,-0.815056831,-1.611242589
PE(16:1/22:0),-0.086750201,-0.369774787,-1.689815527,-1.101828739,-0.519589474,-3.544343234,-2.068794259,-2.497138649,-2.068229956,-2.167889949,-2.622120975,-3.373128976
PE(16:1/22:1),2.408759108,1.440564364,0.529838127,0.181236778,2.012256942,-1.047020257,0.166551067,-0.382983941,-0.978513473,-1.00567569,-2.094576205,-1.353717957
PE(16:1/22:2),1.52858514,-0.174387904,-0.539330451,0.040330156,1.570595897,-1.245865744,-0.359118853,-0.751952799,-0.428358343,-1.039500816,-1.521808346,-0.751790259
PE(16:1/22:4),1.281311467,-0.359644763,-0.360021554,-1.059728343,1.562446428,-0.999456284,-0.236988609,-0.747517716,0.14490766,-1.256741513,1.936410208,-0.03324966
PE(16:1/22:6),1.463120549,-0.456331302,-0.598742369,-0.108539099,2.542121115,0.070485937,0.54174689,-0.374105173,1.251335485,-0.621277486,1.012877595,0.142948753
PE(18:0/18:0),3.989763271,2.953345815,3.448220896,3.684269827,5.62185079,4.077483079,4.691499046,3.794438822,4.632880439,2.982455717,3.973327373,3.10424853
PE(18:0/18:1),7.637476942,6.627523622,6.622221831,6.538626534,7.823528061,7.040583968,7.413569774,7.121732639,7.792701525,6.069823029,7.229488786,6.090191734
PE(18:0/18:2),4.313530894,3.840170004,3.246367238,3.400587834,4.060265669,3.85161866,3.306897026,3.562415239,5.166009963,3.14339961,4.583860839,2.685681925
PE(18:0/18:3),0.528700768,-0.418293523,-1.373671887,-0.240693205,0.811888115,-0.324315401,-0.431570471,-0.513316679,1.019926691,0.026671937,0.440688539,-0.987916408
PE(18:0/20:0),0.912851306,-1.660667996,-0.062641883,0.273322652,3.105429047,-0.041703251,2.627685276,1.099380687,3.444834969,0.857531439,2.658676907,0.294624842
PE(18:0/20:1),2.990195351,0.515166553,1.102253163,-0.071539961,3.920733559,1.938308153,2.011989886,1.897376963,2.929635809,0.599225043,2.06913995,-0.905596939
PE(18:0/20:2),0.770861464,-0.578821663,-0.724555422,1.900436183,2.578204323,-0.168794754,2.041992118,2.61178753,2.81417094,0.751280563,1.221145815,1.029364418
PE(18:0/20:3),3.060294506,2.609630924,1.692848421,3.722140367,4.408997482,2.788229455,4.046316115,3.615467568,5.430576,3.23866067,4.191927798,3.552186519
PE(18:0/20:4),4.964648774,4.293831932,3.746779227,4.164079074,5.869080188,4.942324501,4.80380983,4.336186735,6.427509902,4.330164223,6.255294725,5.13656821
PE(18:0/20:5),1.357366528,1.471781569,0.066006686,0.611260111,0.473348052,1.738612286,1.077327925,0.17759821,2.910432267,1.154897698,2.418005575,1.271410528
PE(18:0/22:0),-2.225429694,-5.72378032,-4.361418075,-4.962079606,-0.502861677,-3.517096153,-1.719597659,-5.938019005,-1.069843454,-4.134852273,-1.857384245,-4.051263339
PE(18:0/22:1),-0.882122727,-3.429457236,-3.087564024,-3.736254117,-2.207218469,-5.195613533,-2.513646963,-2.218204053,-1.620501977,-3.184629881,-2.303506859,-4.672690402
PE(18:0/22:2),-0.638656531,-3.285576687,-2.683224967,-2.222348548,0.041100254,-2.810318829,-0.597593118,0.315863933,-0.455635791,-2.622158937,-1.488859566,-2.381086776
PE(18:0/22:4),1.470883098,1.07117513,1.198229393,0.492867661,3.310803409,0.995707253,2.139510243,2.638680136,3.34723986,0.117845251,4.483831154,1.466516048
PE(18:0/22:6),3.817913102,2.465018831,1.99227606,3.201352842,5.221266699,3.442770598,3.882236087,3.555892333,5.166762311,2.434219007,4.180480974,2.265264715
PE(18:1/18:1),9.910528779,8.664281716,8.489696189,7.607685807,7.996246034,8.196428683,7.377657782,7.89827253,8.152341181,6.506001535,7.164731079,7.30112815
PE(18:1/18:2),5.863398357,4.689681077,4.320036957,3.893928368,4.643572039,4.187014535,2.914574515,3.499352523,4.558816029,2.978228423,3.797428305,3.276249001
PE(18:1/18:3),1.425030012,0.262117854,-0.335406813,0.106154929,0.775432315,0.065791873,-1.433632447,-1.05185363,0.364957497,-0.504413387,-0.36244017,-0.655716961
